source	target	weight
Cover crop	Soil water	2
Engineering	Soil carbon	4
Engineering	Soil science	10
Engineering	Soil water	10
Agronomy	Candidate gene	1
Agronomy	Gene	7
Agronomy	Genetic diversity	1
Agronomy	Genetics	6
Agronomy	Heat shock protein	1
Agronomy	Molecular breeding	1
Agronomy	Quantitative trait locus	2
Biology	Candidate gene	1
Biology	Gene	8
Biology	Genetic diversity	1
Biology	Genetics	9
Biology	Heat shock protein	1
Biology	Molecular breeding	1
Biology	Quantitative trait locus	2
Biotechnology	Candidate gene	1
Biotechnology	Gene	5
Biotechnology	Genetic diversity	1
Biotechnology	Genetics	6
Biotechnology	Heat shock protein	1
Biotechnology	Molecular breeding	1
Biotechnology	Quantitative trait locus	1
Candidate gene	Crop	1
Candidate gene	Gene	1
Candidate gene	Genetic diversity	1
Candidate gene	Genetics	1
Candidate gene	Heat shock protein	1
Candidate gene	Molecular breeding	1
Candidate gene	Quantitative trait locus	1
Crop	Gene	4
Crop	Genetic diversity	1
Crop	Genetics	3
Crop	Heat shock protein	1
Crop	Molecular breeding	1
Crop	Quantitative trait locus	2
Gene	Genetic diversity	1
Gene	Genetics	7
Gene	Heat shock protein	1
Gene	Molecular breeding	1
Gene	Quantitative trait locus	2
Genetic diversity	Genetics	1
Genetic diversity	Heat shock protein	1
Genetic diversity	Molecular breeding	1
Genetic diversity	Quantitative trait locus	1
Genetics	Heat shock protein	1
Genetics	Molecular breeding	1
Genetics	Quantitative trait locus	2
Heat shock protein	Molecular breeding	1
Heat shock protein	Quantitative trait locus	1
Molecular breeding	Quantitative trait locus	1
Agronomy	Predictability	2
Biology	Predictability	2
Chemistry	Predictability	1
Chemistry	Statistics	4
Crop	Human fertilization	4
Crop	Irrigation	8
Crop	Predictability	1
Crop yield	Human fertilization	5
Crop yield	Predictability	2
Environmental science	Human fertilization	4
Fertilizer	Human fertilization	7
Fertilizer	Irrigation	4
Fertilizer	Predictability	2
Fertilizer	Statistics	3
Human fertilization	Irrigation	1
Human fertilization	Mathematics	3
Human fertilization	Predictability	1
Human fertilization	Statistics	1
Irrigation	Mathematics	7
Irrigation	Nitrogen	3
Irrigation	Predictability	1
Irrigation	Statistics	2
Nitrogen	Predictability	1
Nitrogen	Statistics	4
Predictability	Statistics	2
Agronomy	Geology	8
Agronomy	Photosynthetically active radiation	4
Agronomy	Spatial ecology	3
Agronomy	Spatial variability	4
Atmospheric sciences	Growing season	2
Atmospheric sciences	Mathematics	5
Atmospheric sciences	Spatial ecology	1
Atmospheric sciences	Spatial variability	2
Biology	Spatial ecology	3
Biology	Spatial variability	4
Botany	Ecology	13
Botany	Growing season	5
Botany	Satellite	1
Botany	Spatial ecology	1
Botany	Spatial variability	1
Canopy	Growing season	4
Canopy	Satellite	2
Canopy	Spatial ecology	1
Canopy	Spatial variability	1
Chlorophyll fluorescence	Ecology	4
Chlorophyll fluorescence	Growing season	2
Chlorophyll fluorescence	Mathematics	2
Chlorophyll fluorescence	Spatial ecology	1
Chlorophyll fluorescence	Spatial variability	1
Ecology	Geology	5
Ecology	Photosynthetically active radiation	5
Ecology	Satellite	4
Ecology	Spatial ecology	3
Ecology	Spatial variability	3
Ecology	Vegetation (pathology)	1
Environmental science	Spatial ecology	3
Environmental science	Spatial variability	6
Geography	Photosynthetically active radiation	1
Geography	Spatial ecology	1
Geography	Spatial variability	3
Geology	Growing season	1
Geology	Spatial ecology	1
Geology	Spatial variability	1
Growing season	Photosynthesis	4
Growing season	Photosynthetically active radiation	3
Growing season	Spatial ecology	1
Growing season	Spatial variability	2
Mathematics	Photosynthetically active radiation	2
Mathematics	Spatial ecology	1
Mathematics	Spatial variability	6
Mathematics	Vegetation (pathology)	3
Photosynthesis	Satellite	1
Photosynthesis	Spatial ecology	1
Photosynthesis	Spatial variability	1
Photosynthetically active radiation	Satellite	1
Photosynthetically active radiation	Spatial ecology	1
Photosynthetically active radiation	Spatial variability	1
Remote sensing	Spatial ecology	1
Remote sensing	Spatial variability	1
Satellite	Spatial ecology	1
Satellite	Spatial variability	1
Spatial ecology	Spatial variability	1
Spatial ecology	Vegetation (pathology)	1
Spatial variability	Vegetation (pathology)	1
Computer science	Microeconomics	1
Economics	Microeconomics	3
Microeconomics	Production (economics)	1
Biology	Stomatal conductance	2
Botany	Soil science	2
Botany	Stomatal conductance	2
Botany	Transpiration	2
Botany	Vapour Pressure Deficit	2
Chlorophyll	Soil science	1
Chlorophyll	Stomatal conductance	1
Chlorophyll	Transpiration	1
Chlorophyll	Vapour Pressure Deficit	1
Chlorophyll fluorescence	Soil science	1
Chlorophyll fluorescence	Stomatal conductance	1
Chlorophyll fluorescence	Transpiration	1
Chlorophyll fluorescence	Vapour Pressure Deficit	1
Photosynthesis	Physics	5
Physics	Soil science	1
Physics	Stomatal conductance	1
Physics	Transpiration	1
Physics	Vapour Pressure Deficit	1
Agricultural economics	Agricultural engineering	5
Agricultural economics	Agronomy	7
Agricultural economics	Biology	8
Agricultural economics	Crop	5
Agricultural economics	Engineering	5
Agricultural economics	Production (economics)	4
Agricultural economics	Yield (engineering)	6
Agricultural economics	Yield gap	3
Agricultural engineering	Business	5
Agroforestry	Business	5
Agroforestry	Production (economics)	7
Agroforestry	Yield gap	4
Agronomy	Business	6
Agronomy	Yield gap	8
Biology	Business	7
Biology	Yield gap	7
Business	Crop	3
Business	Engineering	5
Business	Yield (engineering)	3
Business	Yield gap	2
Crop	Yield gap	6
Economics	Engineering	16
Engineering	Production (economics)	7
Engineering	Yield gap	5
Agriculture	Fertilizer	8
Agriculture	Field experiment	1
Agriculture	Nitrogen balance	1
Agronomy	Nitrogen balance	3
Biology	Nitrogen balance	3
Chemistry	Economics	4
Chemistry	Nitrogen balance	3
Chemistry	Productivity	2
Crop yield	Nitrogen balance	1
Crop yield	Productivity	8
Ecology	Fertilizer	11
Ecology	Field experiment	1
Ecology	Nitrogen	7
Ecology	Nitrogen balance	1
Economics	Fertilizer	2
Economics	Field experiment	1
Economics	Irrigation	2
Economics	Nitrogen	3
Economics	Nitrogen balance	2
Environmental science	Nitrogen balance	3
Fertilizer	Nitrogen balance	2
Fertilizer	Productivity	2
Field experiment	Irrigation	1
Field experiment	Nitrogen balance	1
Field experiment	Productivity	1
Irrigation	Nitrogen balance	2
Mathematics	Nitrogen balance	3
Mathematics	Productivity	5
Nitrogen	Nitrogen balance	3
Nitrogen	Productivity	2
Nitrogen balance	Productivity	1
Nitrogen balance	Yield (engineering)	2
Adaptation (eye)	Agronomy	1
Adaptation (eye)	Biology	1
Adaptation (eye)	Botany	1
Adaptation (eye)	Crop	2
Adaptation (eye)	Crop yield	1
Adaptation (eye)	Drought tolerance	1
Adaptation (eye)	Grain yield	1
Adaptation (eye)	Hybrid	2
Adaptation (eye)	Ideotype	1
Adaptation (eye)	Irrigation	1
Adaptation (eye)	Nutrient	1
Adaptation (eye)	Plant physiology	1
Adaptation (eye)	Root system	1
Adaptation (eye)	Yield (engineering)	1
Agriculture	Grain yield	1
Agriculture	Hybrid	4
Agriculture	Ideotype	1
Agriculture	Nutrient	10
Agriculture	Plant physiology	1
Agriculture	Root system	1
Agronomy	Ideotype	1
Agronomy	Plant physiology	1
Agronomy	Root system	1
Biology	Ideotype	1
Biology	Plant physiology	1
Biology	Root system	1
Botany	Drought tolerance	3
Botany	Hybrid	5
Botany	Ideotype	1
Botany	Irrigation	2
Botany	Nutrient	1
Botany	Plant physiology	1
Botany	Root system	1
Crop	Ideotype	1
Crop	Nutrient	7
Crop	Plant physiology	1
Crop	Root system	1
Crop yield	Hybrid	5
Crop yield	Ideotype	1
Crop yield	Nutrient	8
Crop yield	Plant physiology	1
Crop yield	Root system	1
Drought tolerance	Grain yield	1
Drought tolerance	Hybrid	2
Drought tolerance	Ideotype	1
Drought tolerance	Irrigation	1
Drought tolerance	Nutrient	1
Drought tolerance	Plant physiology	1
Drought tolerance	Root system	1
Ecology	Hybrid	6
Ecology	Ideotype	1
Ecology	Nutrient	11
Ecology	Plant physiology	1
Ecology	Root system	1
Grain yield	Hybrid	7
Grain yield	Ideotype	1
Grain yield	Irrigation	3
Grain yield	Nutrient	1
Grain yield	Plant physiology	1
Grain yield	Root system	1
Hybrid	Ideotype	1
Hybrid	Irrigation	2
Hybrid	Nutrient	1
Hybrid	Plant physiology	1
Hybrid	Root system	1
Ideotype	Irrigation	1
Ideotype	Nutrient	1
Ideotype	Plant physiology	1
Ideotype	Root system	1
Ideotype	Yield (engineering)	1
Irrigation	Nutrient	1
Irrigation	Plant physiology	1
Irrigation	Root system	1
Nutrient	Plant physiology	2
Nutrient	Root system	1
Nutrient	Yield (engineering)	8
Plant physiology	Root system	1
Plant physiology	Yield (engineering)	1
Root system	Yield (engineering)	1
Agricultural engineering	Greenhouse gas	2
Agroecosystem	Computer science	3
Agroecosystem	Environmental economics	2
Agroecosystem	Environmental resource management	2
Agroecosystem	Greenhouse gas	2
Agroecosystem	Scalability	2
Computer science	Greenhouse gas	2
Ecology	Scalability	2
Engineering	Environmental resource management	6
Engineering	Greenhouse gas	2
Environmental economics	Greenhouse gas	2
Environmental economics	Soil carbon	2
Environmental economics	Soil science	2
Environmental economics	Soil water	2
Environmental resource management	Scalability	2
Environmental resource management	Soil carbon	3
Environmental resource management	Soil science	3
Environmental resource management	Soil water	3
Greenhouse gas	Scalability	2
Greenhouse gas	Soil carbon	4
Greenhouse gas	Soil science	4
Greenhouse gas	Soil water	4
Scalability	Soil carbon	2
Scalability	Soil science	2
Scalability	Soil water	2
Agricultural economics	Agricultural productivity	4
Agricultural economics	Agricultural science	5
Agricultural economics	Crop simulation model	1
Agricultural economics	Crop yield	3
Agricultural economics	DSSAT	1
Agricultural economics	Sorghum	1
Agricultural economics	Sowing	2
Agricultural productivity	Agricultural science	2
Agricultural productivity	Agroecology	2
Agricultural productivity	Agroforestry	1
Agricultural productivity	Agronomy	1
Agricultural productivity	Biology	2
Agricultural productivity	Crop	1
Agricultural productivity	Crop simulation model	1
Agricultural productivity	DSSAT	1
Agricultural productivity	Livelihood	2
Agricultural productivity	Sorghum	1
Agricultural productivity	Sowing	1
Agricultural science	Agriculture	4
Agricultural science	Agroecology	1
Agricultural science	Agroforestry	2
Agricultural science	Agronomy	5
Agricultural science	Biology	5
Agricultural science	Crop	3
Agricultural science	Crop simulation model	2
Agricultural science	Crop yield	2
Agricultural science	DSSAT	1
Agricultural science	Economics	7
Agricultural science	Environmental science	5
Agricultural science	Geography	5
Agricultural science	Livelihood	1
Agricultural science	Sorghum	1
Agricultural science	Sowing	1
Agricultural science	Yield (engineering)	3
Agriculture	Crop simulation model	6
Agriculture	DSSAT	4
Agriculture	Sorghum	7
Agroecology	Agroforestry	1
Agroecology	Agronomy	1
Agroecology	Biology	1
Agroecology	Crop	1
Agroecology	Crop simulation model	1
Agroecology	Crop yield	1
Agroecology	DSSAT	1
Agroecology	Environmental science	1
Agroecology	Sorghum	1
Agroecology	Sowing	1
Agroecology	Yield (engineering)	1
Agroforestry	Crop simulation model	2
Agroforestry	DSSAT	2
Agroforestry	Livelihood	3
Agroforestry	Sorghum	3
Agronomy	DSSAT	6
Agronomy	Livelihood	2
Biology	Crop simulation model	9
Biology	DSSAT	6
Biology	Livelihood	2
Crop	DSSAT	3
Crop	Livelihood	1
Crop	Sorghum	10
Crop simulation model	DSSAT	2
Crop simulation model	Economics	4
Crop simulation model	Livelihood	1
Crop simulation model	Sorghum	1
Crop simulation model	Sowing	5
Crop yield	DSSAT	5
Crop yield	Livelihood	1
Crop yield	Sorghum	6
DSSAT	Economics	2
DSSAT	Environmental science	6
DSSAT	Geography	4
DSSAT	Livelihood	1
DSSAT	Sorghum	2
DSSAT	Sowing	4
DSSAT	Yield (engineering)	5
Economics	Sorghum	3
Economics	Sowing	7
Environmental science	Livelihood	3
Geography	Sorghum	5
Livelihood	Sorghum	1
Livelihood	Sowing	2
Livelihood	Yield (engineering)	2
Sorghum	Sowing	3
Sorghum	Yield (engineering)	10
Agriculture	Monoculture	3
Agriculture	Paddy field	1
Agriculture	Rotation system	1
Agronomy	Paddy field	1
Agronomy	Rotation system	1
Biology	Paddy field	1
Biology	Rotation system	1
Crop	Monoculture	3
Crop	Paddy field	1
Crop	Rotation system	1
Crop rotation	Fertilizer	6
Crop rotation	Mathematics	6
Crop rotation	Monoculture	3
Crop rotation	Paddy field	1
Crop rotation	Physics	2
Crop rotation	Rotation system	1
Cropping	Fertilizer	1
Cropping	Mathematics	7
Cropping	Monoculture	3
Cropping	Paddy field	1
Cropping	Physics	1
Cropping	Rotation system	1
Cropping	Sowing	4
Cropping system	Fertilizer	2
Cropping system	Mathematics	6
Cropping system	Monoculture	3
Cropping system	Paddy field	1
Cropping system	Physics	1
Cropping system	Rotation system	1
Cropping system	Sowing	3
Environmental science	Monoculture	3
Environmental science	Paddy field	1
Environmental science	Rotation system	1
Fertilizer	Geography	3
Fertilizer	Monoculture	1
Fertilizer	Paddy field	1
Fertilizer	Rotation system	1
Fertilizer	Sowing	6
Geography	Monoculture	2
Geography	Paddy field	1
Geography	Rotation system	1
Mathematics	Monoculture	3
Mathematics	Paddy field	1
Mathematics	Rotation system	1
Monoculture	Paddy field	1
Monoculture	Physics	1
Monoculture	Rotation system	1
Monoculture	Sowing	1
Monoculture	Yield (engineering)	2
Paddy field	Physics	1
Paddy field	Rotation system	1
Paddy field	Sowing	1
Paddy field	Yield (engineering)	1
Physics	Rotation system	1
Physics	Sowing	2
Rotation system	Sowing	1
Rotation system	Yield (engineering)	1
Crop	Dilution	2
Dilution	Mathematics	3
Dilution	Zea mays	1
Agronomy	Kernel (algebra)	2
Biology	Kernel (algebra)	2
Biotechnology	Kernel (algebra)	1
Biotechnology	Mathematics	2
Biotechnology	Zea mays	1
Crop	Kernel (algebra)	2
Grain yield	Kernel (algebra)	3
Grain yield	Plant breeding	3
Hybrid	Kernel (algebra)	3
Hybrid	Mathematics	3
Hybrid	Zea mays	8
Kernel (algebra)	Mathematics	2
Kernel (algebra)	Plant breeding	1
Kernel (algebra)	Yield (engineering)	3
Kernel (algebra)	Zea mays	1
Mathematics	Plant breeding	1
Plant breeding	Zea mays	2
Yield (engineering)	Zea mays	9
Agronomy	Interception	1
Biology	Interception	1
Botany	Interception	1
Botany	Zea mays	2
Canopy	Hybrid	2
Canopy	Interception	2
Canopy	Irrigation	1
Canopy	Zea mays	1
Crop	Interception	2
Ecology	Interception	1
Ecology	Leaf area index	3
Ecology	Zea mays	2
Hybrid	Interception	2
Hybrid	Leaf area index	1
Interception	Irrigation	1
Interception	Leaf area index	1
Interception	Yield (engineering)	1
Interception	Zea mays	1
Irrigation	Leaf area index	1
Irrigation	Zea mays	1
Leaf area index	Zea mays	3
Agronomy	Bacteria	2
Agronomy	Medicine	2
Agronomy	Oryza sativa	1
Agronomy	Rhizobacteria	1
Agronomy	Rhizosphere	1
Agronomy	Salinity	3
Agronomy	Seedling	2
Agronomy	Transplantation	1
Agronomy	Transplanting	1
Bacteria	Biology	2
Bacteria	Botany	2
Bacteria	Ecology	1
Bacteria	Horticulture	2
Bacteria	Medicine	1
Bacteria	Oryza sativa	1
Bacteria	Photosynthesis	1
Bacteria	Rhizobacteria	1
Bacteria	Rhizosphere	1
Bacteria	Salinity	1
Bacteria	Seedling	1
Bacteria	Transplantation	1
Bacteria	Transplanting	1
Biology	Medicine	4
Biology	Oryza sativa	1
Biology	Rhizobacteria	1
Biology	Rhizosphere	1
Biology	Salinity	3
Biology	Seedling	2
Biology	Transplantation	1
Biology	Transplanting	1
Botany	Medicine	1
Botany	Oryza sativa	1
Botany	Rhizobacteria	1
Botany	Rhizosphere	1
Botany	Salinity	2
Botany	Seedling	2
Botany	Transplantation	1
Botany	Transplanting	1
Ecology	Horticulture	4
Ecology	Medicine	3
Ecology	Oryza sativa	1
Ecology	Rhizobacteria	1
Ecology	Rhizosphere	1
Ecology	Salinity	3
Ecology	Seedling	2
Ecology	Transplantation	1
Ecology	Transplanting	1
Horticulture	Medicine	1
Horticulture	Oryza sativa	1
Horticulture	Rhizobacteria	1
Horticulture	Rhizosphere	1
Horticulture	Salinity	2
Horticulture	Seedling	2
Horticulture	Transplantation	1
Horticulture	Transplanting	1
Medicine	Oryza sativa	1
Medicine	Photosynthesis	1
Medicine	Rhizobacteria	1
Medicine	Rhizosphere	1
Medicine	Salinity	1
Medicine	Seedling	1
